Product_Name,Price_Cleaned,Rating_Numeric,Product_Name_Upper,Product_Name_Lower,Product_ID
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,THE ROAD TO LITTLE DRIBBLING: ADVENTURES OF AN AMERICAN IN BRITAIN (NOTES FROM A SMALL ISLAND #2),the road to little dribbling: adventures of an american in britain (notes from a small island #2),PROD1723
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,THE RISE OF THEODORE ROOSEVELT (THEODORE ROOSEVELT #1),the rise of theodore roosevelt (theodore roosevelt #1),PROD1724
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,THE RESTAURANT AT THE END OF THE UNIVERSE (HITCHHIKER'S GUIDE TO THE GALAXY #2),the restaurant at the end of the universe (hitchhiker's guide to the galaxy #2),PROD1725
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,THE REST IS NOISE: LISTENING TO THE TWENTIETH CENTURY,the rest is noise: listening to the twentieth century,PROD1726
The Red Tent,35.66,5,THE RED TENT,the red tent,PROD1727
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,THE PURPOSE DRIVEN LIFE: WHAT ON EARTH AM I HERE FOR?,the purpose driven life: what on earth am i here for?,PROD1728
The Purest Hook (Second Circle Tattoos #3),12.25,1,THE PUREST HOOK (SECOND CIRCLE TATTOOS #3),the purest hook (second circle tattoos #3),PROD1729
The Picture of Dorian Gray,29.7,2,THE PICTURE OF DORIAN GRAY,the picture of dorian gray,PROD1730
The Paris Wife,36.8,3,THE PARIS WIFE,the paris wife,PROD1731
The Obsession,45.43,1,THE OBSESSION,the obsession,PROD1732
The Nightingale,26.26,4,THE NIGHTINGALE,the nightingale,PROD1733
The New Guy (and Other Senior Year Distractions),44.92,3,THE NEW GUY (AND OTHER SENIOR YEAR DISTRACTIONS),the new guy (and other senior year distractions),PROD1734
The Nanny Diaries (Nanny #1),52.53,5,THE NANNY DIARIES (NANNY #1),the nanny diaries (nanny #1),PROD1735
The Name of God is Mercy,37.25,2,THE NAME OF GOD IS MERCY,the name of god is mercy,PROD1736
The Maze Runner (The Maze Runner #1),20.93,1,THE MAZE RUNNER (THE MAZE RUNNER #1),the maze runner (the maze runner #1),PROD1737
The Lover's Dictionary,58.09,2,THE LOVER'S DICTIONARY,the lover's dictionary,PROD1738
The Lonely Ones,43.59,5,THE LONELY ONES,the lonely ones,PROD1739
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,THE LEAN STARTUP: HOW TODAY'S ENTREPRENEURS USE CONTINUOUS INNOVATION TO CREATE RADICALLY SUCCESSFUL BUSINESSES,the lean startup: how today's entrepreneurs use continuous innovation to create radically successful businesses,PROD1740
The Last Painting of Sara de Vos,55.55,2,THE LAST PAINTING OF SARA DE VOS,the last painting of sara de vos,PROD1741
"The Land of 10,000 Madonnas",29.64,4,"THE LAND OF 10,000 MADONNAS","the land of 10,000 madonnas",PROD1742
The Infinities,27.41,1,THE INFINITIES,the infinities,PROD1743
The Husband's Secret,52.51,5,THE HUSBAND'S SECRET,the husband's secret,PROD1744
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,THE HITCHHIKER'S GUIDE TO THE GALAXY (HITCHHIKER'S GUIDE TO THE GALAXY #1),the hitchhiker's guide to the galaxy (hitchhiker's guide to the galaxy #1),PROD1745
The Guns of August,14.54,2,THE GUNS OF AUGUST,the guns of august,PROD1746
The Guernsey Literary and Potato Peel Pie Society,49.53,1,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,the guernsey literary and potato peel pie society,PROD1747
The Goldfinch,43.58,3,THE GOLDFINCH,the goldfinch,PROD1748
The Giver (The Giver Quartet #1),12.3,1,THE GIVER (THE GIVER QUARTET #1),the giver (the giver quartet #1),PROD1749
The Girl with All the Gifts,49.47,3,THE GIRL WITH ALL THE GIFTS,the girl with all the gifts,PROD1750
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,THE GIRL WHO PLAYED WITH FIRE (MILLENNIUM TRILOGY #2),the girl who played with fire (millennium trilogy #2),PROD1751
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,THE GIRL WHO KICKED THE HORNET'S NEST (MILLENNIUM TRILOGY #3),the girl who kicked the hornet's nest (millennium trilogy #3),PROD1752
The Exiled,43.45,3,THE EXILED,the exiled,PROD1753
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,"THE END OF FAITH: RELIGION, TERROR, AND THE FUTURE OF REASON","the end of faith: religion, terror, and the future of reason",PROD1754
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,"THE ELEGANT UNIVERSE: SUPERSTRINGS, HIDDEN DIMENSIONS, AND THE QUEST FOR THE ULTIMATE THEORY","the elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory",PROD1755
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,"THE DISAPPEARING SPOON: AND OTHER TRUE TALES OF MADNESS, LOVE, AND THE HISTORY OF THE WORLD FROM THE PERIODIC TABLE OF THE ELEMENTS","the disappearing spoon: and other true tales of madness, love, and the history of the world from the periodic table of the elements",PROD1756
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,THE DEVIL WEARS PRADA (THE DEVIL WEARS PRADA #1),the devil wears prada (the devil wears prada #1),PROD1757
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,THE DEMON-HAUNTED WORLD: SCIENCE AS A CANDLE IN THE DARK,the demon-haunted world: science as a candle in the dark,PROD1758
The Day the Crayons Came Home (Crayons),26.33,5,THE DAY THE CRAYONS CAME HOME (CRAYONS),the day the crayons came home (crayons),PROD1759
The Da Vinci Code (Robert Langdon #2),22.96,2,THE DA VINCI CODE (ROBERT LANGDON #2),the da vinci code (robert langdon #2),PROD1760
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,THE CUCKOO'S CALLING (CORMORAN STRIKE #1),the cuckoo's calling (cormoran strike #1),PROD1761
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,THE COMPLETE STORIES AND POEMS (THE WORKS OF EDGAR ALLAN POE [CAMEO EDITION]),the complete stories and poems (the works of edgar allan poe [cameo edition]),PROD1762
The Complete Poems,41.32,5,THE COMPLETE POEMS,the complete poems,PROD1763
The Catcher in the Rye,24.55,1,THE CATCHER IN THE RYE,the catcher in the rye,PROD1764
The Cat in the Hat (Beginner Books B-1),16.26,2,THE CAT IN THE HAT (BEGINNER BOOKS B-1),the cat in the hat (beginner books b-1),PROD1765
The Case for Christ (Cases for Christianity),47.84,1,THE CASE FOR CHRIST (CASES FOR CHRISTIANITY),the case for christ (cases for christianity),PROD1766
The Book Thief,53.49,2,THE BOOK THIEF,the book thief,PROD1767
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,THE BOOK OF BASKETBALL: THE NBA ACCORDING TO THE SPORTS GUY,the book of basketball: the nba according to the sports guy,PROD1768
The Blind Side: Evolution of a Game,53.71,5,THE BLIND SIDE: EVOLUTION OF A GAME,the blind side: evolution of a game,PROD1769
The Autobiography of Malcolm X,23.43,2,THE AUTOBIOGRAPHY OF MALCOLM X,the autobiography of malcolm x,PROD1770
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,"THE ART OF SIMPLE FOOD: NOTES, LESSONS, AND RECIPES FROM A DELICIOUS REVOLUTION","the art of simple food: notes, lessons, and recipes from a delicious revolution",PROD1771
The Art of Fielding,22.1,1,THE ART OF FIELDING,the art of fielding,PROD1772
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,"SURELY YOU'RE JOKING, MR. FEYNMAN!: ADVENTURES OF A CURIOUS CHARACTER","surely you're joking, mr. feynman!: adventures of a curious character",PROD1773
Stiff: The Curious Lives of Human Cadavers,36.74,3,STIFF: THE CURIOUS LIVES OF HUMAN CADAVERS,stiff: the curious lives of human cadavers,PROD1774
Spilled Milk: Based on a True Story,49.51,1,SPILLED MILK: BASED ON A TRUE STORY,spilled milk: based on a true story,PROD1775
Something Borrowed (Darcy & Rachel #1),48.96,5,SOMETHING BORROWED (DARCY & RACHEL #1),something borrowed (darcy & rachel #1),PROD1776
Something Blue (Darcy & Rachel #2),54.62,1,SOMETHING BLUE (DARCY & RACHEL #2),something blue (darcy & rachel #2),PROD1777
Soldier (Talon #3),24.72,2,SOLDIER (TALON #3),soldier (talon #3),PROD1778
Shopaholic & Baby (Shopaholic #5),46.45,2,SHOPAHOLIC & BABY (SHOPAHOLIC #5),shopaholic & baby (shopaholic #5),PROD1779
Seven Days in the Art World,52.33,2,SEVEN DAYS IN THE ART WORLD,seven days in the art world,PROD1780
Seven Brief Lessons on Physics,30.6,4,SEVEN BRIEF LESSONS ON PHYSICS,seven brief lessons on physics,PROD1781
Scarlet (The Lunar Chronicles #2),14.57,4,SCARLET (THE LUNAR CHRONICLES #2),scarlet (the lunar chronicles #2),PROD1782
Sarah's Key,46.29,1,SARAH'S KEY,sarah's key,PROD1783
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,"SAGA, VOLUME 3 (SAGA (COLLECTED EDITIONS) #3)","saga, volume 3 (saga (collected editions) #3)",PROD1784
Running with Scissors,12.91,4,RUNNING WITH SCISSORS,running with scissors,PROD1785
Rogue Lawyer (Rogue Lawyer #1),50.11,3,ROGUE LAWYER (ROGUE LAWYER #1),rogue lawyer (rogue lawyer #1),PROD1786
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,"RISE OF THE ROCKET GIRLS: THE WOMEN WHO PROPELLED US, FROM MISSILES TO THE MOON TO MARS","rise of the rocket girls: the women who propelled us, from missiles to the moon to mars",PROD1787
Rework,44.88,2,REWORK,rework,PROD1788
Reservations for Two,11.1,3,RESERVATIONS FOR TWO,reservations for two,PROD1789
Red: The True Story of Red Riding Hood,28.54,3,RED: THE TRUE STORY OF RED RIDING HOOD,red: the true story of red riding hood,PROD1790
Ready Player One,19.07,4,READY PLAYER ONE,ready player one,PROD1791
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,QUIET: THE POWER OF INTROVERTS IN A WORLD THAT CAN'T STOP TALKING,quiet: the power of introverts in a world that can't stop talking,PROD1792
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,PRODIGY: THE GRAPHIC NOVEL (LEGEND: THE GRAPHIC NOVEL #2),prodigy: the graphic novel (legend: the graphic novel #2),PROD1793
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,PERSEPOLIS: THE STORY OF A CHILDHOOD (PERSEPOLIS #1-2),persepolis: the story of a childhood (persepolis #1-2),PROD1794
Packing for Mars: The Curious Science of Life in the Void,56.68,2,PACKING FOR MARS: THE CURIOUS SCIENCE OF LIFE IN THE VOID,packing for mars: the curious science of life in the void,PROD1795
Outliers: The Story of Success,14.16,1,OUTLIERS: THE STORY OF SUCCESS,outliers: the story of success,PROD1796
Original Fake,31.45,3,ORIGINAL FAKE,original fake,PROD1797
Orange Is the New Black,24.61,2,ORANGE IS THE NEW BLACK,orange is the new black,PROD1798
One for the Money (Stephanie Plum #1),32.87,2,ONE FOR THE MONEY (STEPHANIE PLUM #1),one for the money (stephanie plum #1),PROD1799
Notes from a Small Island (Notes From a Small Island #1),40.17,1,NOTES FROM A SMALL ISLAND (NOTES FROM A SMALL ISLAND #1),notes from a small island (notes from a small island #1),PROD1800
Night (The Night Trilogy #1),13.51,1,NIGHT (THE NIGHT TRILOGY #1),night (the night trilogy #1),PROD1801
Neither Here nor There: Travels in Europe,38.95,3,NEITHER HERE NOR THERE: TRAVELS IN EUROPE,neither here nor there: travels in europe,PROD1802
Naked,31.69,3,NAKED,naked,PROD1803
Morning Star (Red Rising #3),29.4,1,MORNING STAR (RED RISING #3),morning star (red rising #3),PROD1804
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,"MIRACLES FROM HEAVEN: A LITTLE GIRL, HER JOURNEY TO HEAVEN, AND HER AMAZING STORY OF HEALING","miracles from heaven: a little girl, her journey to heaven, and her amazing story of healing",PROD1805
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,MIDNIGHT RIOT (PETER GRANT/ RIVERS OF LONDON - BOOKS #1),midnight riot (peter grant/ rivers of london - books #1),PROD1806
Me Talk Pretty One Day,57.6,2,ME TALK PRETTY ONE DAY,me talk pretty one day,PROD1807
Manuscript Found in Accra,34.98,2,MANUSCRIPT FOUND IN ACCRA,manuscript found in accra,PROD1808
Lust & Wonder,11.87,2,LUST & WONDER,lust & wonder,PROD1809
Lila (Gilead #3),12.47,3,LILA (GILEAD #3),lila (gilead #3),PROD1810
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,"LIFE, THE UNIVERSE AND EVERYTHING (HITCHHIKER'S GUIDE TO THE GALAXY #3)","life, the universe and everything (hitchhiker's guide to the galaxy #3)",PROD1811
Life Without a Recipe,59.04,5,LIFE WITHOUT A RECIPE,life without a recipe,PROD1812
Life After Life,26.13,2,LIFE AFTER LIFE,life after life,PROD1813
Letter to a Christian Nation,22.2,1,LETTER TO A CHRISTIAN NATION,letter to a christian nation,PROD1814
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,LET'S PRETEND THIS NEVER HAPPENED: A MOSTLY TRUE MEMOIR,let's pretend this never happened: a mostly true memoir,PROD1815
Legend (Legend #1),43.69,4,LEGEND (LEGEND #1),legend (legend #1),PROD1816
"Lean In: Women, Work, and the Will to Lead",25.02,1,"LEAN IN: WOMEN, WORK, AND THE WILL TO LEAD","lean in: women, work, and the will to lead",PROD1817
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,"LAMB: THE GOSPEL ACCORDING TO BIFF, CHRIST'S CHILDHOOD PAL","lamb: the gospel according to biff, christ's childhood pal",PROD1818
Lady Renegades (Rebel Belle #3),53.04,5,LADY RENEGADES (REBEL BELLE #3),lady renegades (rebel belle #3),PROD1819
Jurassic Park (Jurassic Park #1),44.97,1,JURASSIC PARK (JURASSIC PARK #1),jurassic park (jurassic park #1),PROD1820
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,IT'S NEVER TOO LATE TO BEGIN AGAIN: DISCOVERING CREATIVITY AND MEANING AT MIDLIFE AND BEYOND,it's never too late to begin again: discovering creativity and meaning at midlife and beyond,PROD1821
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,IS EVERYONE HANGING OUT WITHOUT ME? (AND OTHER CONCERNS),is everyone hanging out without me? (and other concerns),PROD1822
Into the Wild,56.7,5,INTO THE WILD,into the wild,PROD1823
Inferno (Robert Langdon #4),41.0,5,INFERNO (ROBERT LANGDON #4),inferno (robert langdon #4),PROD1824
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,"IN THE GARDEN OF BEASTS: LOVE, TERROR, AND AN AMERICAN FAMILY IN HITLER'S BERLIN","in the garden of beasts: love, terror, and an american family in hitler's berlin",PROD1825
If I Run (If I Run #1),49.97,4,IF I RUN (IF I RUN #1),if i run (if i run #1),PROD1826
I've Got Your Number,19.69,1,I'VE GOT YOUR NUMBER,i've got your number,PROD1827
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,I AM MALALA: THE GIRL WHO STOOD UP FOR EDUCATION AND WAS SHOT BY THE TALIBAN,i am malala: the girl who stood up for education and was shot by the taliban,PROD1828
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,HUNGRY GIRL CLEAN & HUNGRY: EASY ALL-NATURAL RECIPES FOR HEALTHY EATING IN THE REAL WORLD,hungry girl clean & hungry: easy all-natural recipes for healthy eating in the real world,PROD1829
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,"HOUSE OF LOST WORLDS: DINOSAURS, DYNASTIES, AND THE STORY OF LIFE ON EARTH","house of lost worlds: dinosaurs, dynasties, and the story of life on earth",PROD1830
House of Leaves,54.89,1,HOUSE OF LEAVES,house of leaves,PROD1831
Horrible Bear!,37.52,2,HORRIBLE BEAR!,horrible bear!,PROD1832
Holidays on Ice,51.07,2,HOLIDAYS ON ICE,holidays on ice,PROD1833
Heir to the Sky,44.07,4,HEIR TO THE SKY,heir to the sky,PROD1834
Green Eggs and Ham (Beginner Books B-16),10.79,4,GREEN EGGS AND HAM (BEGINNER BOOKS B-16),green eggs and ham (beginner books b-16),PROD1835
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,"GRAYSON, VOL 3: NEMESIS (GRAYSON #3)","grayson, vol 3: nemesis (grayson #3)",PROD1836
Gratitude,26.66,5,GRATITUDE,gratitude,PROD1837
Gone Girl,37.6,5,GONE GIRL,gone girl,PROD1838
Golden (Heart of Dread #3),42.21,4,GOLDEN (HEART OF DREAD #3),golden (heart of dread #3),PROD1839
Girl in the Blue Coat,46.83,2,GIRL IN THE BLUE COAT,girl in the blue coat,PROD1840
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,"FRUITS BASKET, VOL. 3 (FRUITS BASKET #3)","fruits basket, vol. 3 (fruits basket #3)",PROD1841
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,"FRIDAY NIGHT LIGHTS: A TOWN, A TEAM, AND A DREAM","friday night lights: a town, a team, and a dream",PROD1842
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,FIRE BOUND (SEA HAVEN/SISTERS OF THE HEART #5),fire bound (sea haven/sisters of the heart #5),PROD1843
Fifty Shades Freed (Fifty Shades #3),15.36,5,FIFTY SHADES FREED (FIFTY SHADES #3),fifty shades freed (fifty shades #3),PROD1844
Fellside,38.62,1,FELLSIDE,fellside,PROD1845
Extreme Prey (Lucas Davenport #26),25.4,3,EXTREME PREY (LUCAS DAVENPORT #26),extreme prey (lucas davenport #26),PROD1846
Eragon (The Inheritance Cycle #1),43.87,3,ERAGON (THE INHERITANCE CYCLE #1),eragon (the inheritance cycle #1),PROD1847
Eclipse (Twilight #3),18.74,1,ECLIPSE (TWILIGHT #3),eclipse (twilight #3),PROD1848
Dune (Dune #1),54.86,1,DUNE (DUNE #1),dune (dune #1),PROD1849
Dracula,52.62,3,DRACULA,dracula,PROD1850
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,DO ANDROIDS DREAM OF ELECTRIC SHEEP? (BLADE RUNNER #1),do androids dream of electric sheep? (blade runner #1),PROD1851
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,DISRUPTED: MY MISADVENTURE IN THE START-UP BUBBLE,disrupted: my misadventure in the start-up bubble,PROD1852
Dead Wake: The Last Crossing of the Lusitania,39.24,5,DEAD WAKE: THE LAST CROSSING OF THE LUSITANIA,dead wake: the last crossing of the lusitania,PROD1853
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,"DAVID AND GOLIATH: UNDERDOGS, MISFITS, AND THE ART OF BATTLING GIANTS","david and goliath: underdogs, misfits, and the art of battling giants",PROD1854
Darkfever (Fever #1),56.02,1,DARKFEVER (FEVER #1),darkfever (fever #1),PROD1855
Dark Places,23.9,5,DARK PLACES,dark places,PROD1856
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,CRAZY RICH ASIANS (CRAZY RICH ASIANS #1),crazy rich asians (crazy rich asians #1),PROD1857
Counting Thyme,10.62,1,COUNTING THYME,counting thyme,PROD1858
Cosmos,36.17,2,COSMOS,cosmos,PROD1859
Civilization and Its Discontents,59.95,2,CIVILIZATION AND ITS DISCONTENTS,civilization and its discontents,PROD1860
Cinder (The Lunar Chronicles #1),26.09,1,CINDER (THE LUNAR CHRONICLES #1),cinder (the lunar chronicles #1),PROD1861
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,CATASTROPHIC HAPPINESS: FINDING JOY IN CHILDHOOD'S MESSY YEARS,catastrophic happiness: finding joy in childhood's messy years,PROD1862
Career of Evil (Cormoran Strike #3),24.72,2,CAREER OF EVIL (CORMORAN STRIKE #3),career of evil (cormoran strike #3),PROD1863
Breaking Dawn (Twilight #4),35.28,5,BREAKING DAWN (TWILIGHT #4),breaking dawn (twilight #4),PROD1864
Brave Enough,51.32,5,BRAVE ENOUGH,brave enough,PROD1865
Boy Meets Boy,21.12,3,BOY MEETS BOY,boy meets boy,PROD1866
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,"BORN TO RUN: A HIDDEN TRIBE, SUPERATHLETES, AND THE GREATEST RACE THE WORLD HAS NEVER SEEN","born to run: a hidden tribe, superathletes, and the greatest race the world has never seen",PROD1867
Blink: The Power of Thinking Without Thinking,21.74,5,BLINK: THE POWER OF THINKING WITHOUT THINKING,blink: the power of thinking without thinking,PROD1868
Black Flags: The Rise of ISIS,40.87,1,BLACK FLAGS: THE RISE OF ISIS,black flags: the rise of isis,PROD1869
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,"BLACK BUTLER, VOL. 1 (BLACK BUTLER #1)","black butler, vol. 1 (black butler #1)",PROD1870
Big Little Lies,22.11,1,BIG LITTLE LIES,big little lies,PROD1871
Between Shades of Gray,20.79,5,BETWEEN SHADES OF GRAY,between shades of gray,PROD1872
Best of My Love (Fool's Gold #20),27.41,2,BEST OF MY LOVE (FOOL'S GOLD #20),best of my love (fool's gold #20),PROD1873
Beowulf,38.35,2,BEOWULF,beowulf,PROD1874
Beautiful Creatures (Caster Chronicles #1),21.55,5,BEAUTIFUL CREATURES (CASTER CHRONICLES #1),beautiful creatures (caster chronicles #1),PROD1875
Awkward,38.02,2,AWKWARD,awkward,PROD1876
Ash,22.06,4,ASH,ash,PROD1877
Are We There Yet?,10.66,3,ARE WE THERE YET?,are we there yet?,PROD1878
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,ARE WE SMART ENOUGH TO KNOW HOW SMART ANIMALS ARE?,are we smart enough to know how smart animals are?,PROD1879
Annie on My Mind,36.83,5,ANNIE ON MY MIND,annie on my mind,PROD1880
And Then There Were None,35.01,2,AND THEN THERE WERE NONE,and then there were none,PROD1881
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,A WALK IN THE WOODS: REDISCOVERING AMERICA ON THE APPALACHIAN TRAIL,a walk in the woods: rediscovering america on the appalachian trail,PROD1882
A Visit from the Goon Squad,14.08,5,A VISIT FROM THE GOON SQUAD,a visit from the goon squad,PROD1883
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,A STORM OF SWORDS (A SONG OF ICE AND FIRE #3),a storm of swords (a song of ice and fire #3),PROD1884
A Heartbreaking Work of Staggering Genius,54.29,5,A HEARTBREAKING WORK OF STAGGERING GENIUS,a heartbreaking work of staggering genius,PROD1885
8 Keys to Mental Health Through Exercise,31.04,1,8 KEYS TO MENTAL HEALTH THROUGH EXERCISE,8 keys to mental health through exercise,PROD1886
#GIRLBOSS,50.96,1,#GIRLBOSS,#girlboss,PROD1887
"The Suffragettes (Little Black Classics, #96)",11.89,2,"THE SUFFRAGETTES (LITTLE BLACK CLASSICS, #96)","the suffragettes (little black classics, #96)",PROD1888
The Sense of an Ending,31.38,3,THE SENSE OF AN ENDING,the sense of an ending,PROD1889
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,"THE SANDMAN, VOL. 2: THE DOLL'S HOUSE (THE SANDMAN (VOLUMES) #2)","the sandman, vol. 2: the doll's house (the sandman (volumes) #2)",PROD1890
The Course of Love,16.78,3,THE COURSE OF LOVE,the course of love,PROD1891
Sugar Rush (Offensive Line #2),24.42,1,SUGAR RUSH (OFFENSIVE LINE #2),sugar rush (offensive line #2),PROD1892
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,"SAGA, VOLUME 2 (SAGA (COLLECTED EDITIONS) #2)","saga, volume 2 (saga (collected editions) #2)",PROD1893
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,"RUN, SPOT, RUN: THE ETHICS OF KEEPING PETS","run, spot, run: the ethics of keeping pets",PROD1894
New Moon (Twilight #2),12.86,4,NEW MOON (TWILIGHT #2),new moon (twilight #2),PROD1895
Life,31.58,5,LIFE,life,PROD1896
Kindle Paperwhite User's Guide,34.0,3,KINDLE PAPERWHITE USER'S GUIDE,kindle paperwhite user's guide,PROD1897
H is for Hawk,57.42,5,H IS FOR HAWK,h is for hawk,PROD1898
Girl Online On Tour (Girl Online #2),53.47,1,GIRL ONLINE ON TOUR (GIRL ONLINE #2),girl online on tour (girl online #2),PROD1899
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,"FRUITS BASKET, VOL. 2 (FRUITS BASKET #2)","fruits basket, vol. 2 (fruits basket #2)",PROD1900
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,DIARY OF A MINECRAFT ZOMBIE BOOK 1: A SCARE OF A DARE (AN UNOFFICIAL MINECRAFT BOOK),diary of a minecraft zombie book 1: a scare of a dare (an unofficial minecraft book),PROD1901
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,"Y: THE LAST MAN, VOL. 1: UNMANNED (Y: THE LAST MAN #1)","y: the last man, vol. 1: unmanned (y: the last man #1)",PROD1902
While You Were Mine,41.32,5,WHILE YOU WERE MINE,while you were mine,PROD1903
Where Lightning Strikes (Bleeding Stars #3),39.77,3,WHERE LIGHTNING STRIKES (BLEEDING STARS #3),where lightning strikes (bleeding stars #3),PROD1904
When I'm Gone,51.96,3,WHEN I'M GONE,when i'm gone,PROD1905
Ways of Seeing,39.51,5,WAYS OF SEEING,ways of seeing,PROD1906
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,"VAMPIRE KNIGHT, VOL. 1 (VAMPIRE KNIGHT #1)","vampire knight, vol. 1 (vampire knight #1)",PROD1907
Vampire Girl (Vampire Girl #1),53.82,2,VAMPIRE GIRL (VAMPIRE GIRL #1),vampire girl (vampire girl #1),PROD1908
Twenty Love Poems and a Song of Despair,30.95,4,TWENTY LOVE POEMS AND A SONG OF DESPAIR,twenty love poems and a song of despair,PROD1909
Travels with Charley: In Search of America,57.82,5,TRAVELS WITH CHARLEY: IN SEARCH OF AMERICA,travels with charley: in search of america,PROD1910
Three Wishes (River of Time: California #1),44.18,2,THREE WISHES (RIVER OF TIME: CALIFORNIA #1),three wishes (river of time: california #1),PROD1911
This One Moment (Pushing Limits #1),48.71,1,THIS ONE MOMENT (PUSHING LIMITS #1),this one moment (pushing limits #1),PROD1912
The Zombie Room,19.69,5,THE ZOMBIE ROOM,the zombie room,PROD1913
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,"THE WICKED + THE DIVINE, VOL. 1: THE FAUST ACT (THE WICKED + THE DIVINE)","the wicked + the divine, vol. 1: the faust act (the wicked + the divine)",PROD1914
The Tumor,41.56,5,THE TUMOR,the tumor,PROD1915
The Story of Hong Gildong,43.19,4,THE STORY OF HONG GILDONG,the story of hong gildong,PROD1916
The Silent Wife,12.34,5,THE SILENT WIFE,the silent wife,PROD1917
The Silent Twin (Detective Jennifer Knight #3),36.25,3,THE SILENT TWIN (DETECTIVE JENNIFER KNIGHT #3),the silent twin (detective jennifer knight #3),PROD1918
The Selfish Gene,29.45,1,THE SELFISH GENE,the selfish gene,PROD1919
The Secret Healer,34.56,3,THE SECRET HEALER,the secret healer,PROD1920
